No,Desa/Kelurahan,Kecamatan,Luas total area,Jarak ke ibu kota kecamatan ,Jarak ke ibu kota kabupaten ,Akomodasi. hotel. homestay,Restourant/Tempat makan,Jenis prasarana trasportasi,Jenis permukaan  jalan darat,Jumlah Menara Telepon Seluler,Media Online,Pantai/Danau,Failitas,Harga Tiket,Rating,Wisman,Wisnus
357,42,2,45628,1,53,0,0,1,1,1,0,0,0,0,0,0,0
358,141,2,2,1,56,0,0,1,1,4,0,0,0,0,0,0,0
359,433,2,2,3,58,0,0,1,1,1,0,0,0,0,0,0,0
360,383,5,4,3,8,0,2,1,1,0,1,2,3,30000,5,0,42448
361,33,5,4,4,10,0,0,1,1,1,0,0,0,0,0,0,0
362,389,5,3,1,12,1,1,1,1,0,1,1,2,18000,4,0,3019
363,341,5,0,3,14,0,0,1,1,0,0,0,0,0,0,0,0
364,102,5,7,3,15,0,2,1,0,2,1,2,3,15000,3,6,42448
365,60,5,2,7,17,0,0,1,1,4,0,0,0,0,0,0,0
366,360,5,5,8,19,0,1,1,0,3,1,1,1,35000,4,0,1512
367,103,5,1,8,19,0,0,1,1,1,0,0,0,0,0,0,0
368,343,5,10,7,19,0,0,1,0,2,0,0,0,0,0,0,0
369,32,5,8,3,15,0,0,1,0,3,0,0,0,0,0,0,0
370,7,5,2,7,11,0,0,1,1,0,0,0,0,0,0,0,0
371,236,5,6,5,16,0,0,1,1,4,0,0,0,0,0,0,0
372,285,5,6,7,14,0,0,1,1,1,0,0,0,0,0,0,0
373,331,5,4,12,24,0,0,1,0,0,0,0,0,0,0,0,0
374,245,8,3,7,20,0,0,1,1,1,0,0,0,0,0,0,0
375,13,8,10,9,22,0,0,1,1,1,0,0,0,0,0,0,0
376,237,8,3,5,15,0,0,1,1,1,0,0,0,0,0,0,0
377,152,8,3,1,15,0,0,1,1,1,0,0,0,0,0,0,0
378,14,8,5,5,14,0,0,1,0,1,0,0,0,0,0,0,0
379,330,8,1,6,10,0,0,1,0,3,0,0,0,0,0,0,0
380,82,8,4,8,18,0,0,1,0,2,0,0,0,0,0,0,0
381,23,8,45601,7,11,0,0,1,0,1,0,0,0,0,0,0,0
382,251,8,2,5,11,0,0,1,0,3,0,0,0,0,0,0,0
383,148,8,7,4,15,0,0,1,0,2,0,0,0,0,0,0,0
384,208,8,3,4,16,0,0,1,1,4,0,0,0,0,0,0,0
385,145,8,4,1,14,0,0,1,1,4,0,0,0,0,0,0,0
386,386,8,3,4,17,0,0,1,1,2,0,0,0,0,0,0,0
387,305,8,5,3,17,0,0,1,1,1,0,0,0,0,0,0,0
388,75,10,16,5,22,0,0,1,1,1,0,0,0,0,0,0,0
389,417,10,14,4,22,0,0,1,0,2,0,0,0,0,0,0,0
390,131,10,17,7,32,0,0,1,1,1,0,0,0,0,0,0,0
391,174,10,6,1,28,0,0,1,0,3,0,0,0,0,0,0,0
392,83,10,7,6,32,0,0,1,0,2,0,0,0,0,0,0,0
393,339,10,7,7,36,0,0,1,0,0,0,0,0,0,0,0,0
394,173,10,13,4,31,0,0,1,0,0,0,0,0,0,0,0,0
395,209,11,2,3,10,0,1,1,1,0,1,1,4,0,4,0,1999
396,205,11,4,1,10,0,0,1,1,0,0,0,0,0,0,0,0
397,44,11,6,6,8,0,0,1,1,0,0,0,0,0,0,0,0
398,343,11,6,3,13,0,0,1,1,1,0,0,0,0,0,0,0
399,346,11,5,5,14,0,0,1,1,1,0,0,0,0,0,0,0
400,260,11,4,1,13,0,0,1,1,3,0,0,0,0,0,0,0
401,19,11,45384,3,16,0,0,1,1,3,0,0,0,0,0,0,0
402,267,11,9,9,18,0,0,1,1,0,0,0,0,0,0,0,0
403,30,11,6,7,22,0,0,1,1,1,0,0,0,0,0,0,0
404,271,11,7,6,18,0,0,1,1,1,0,0,0,0,0,0,0
405,278,11,13,6,20,0,0,1,1,0,0,0,0,0,0,0,0
406,182,11,5,2,14,0,0,1,1,3,0,0,0,0,0,0,0
407,61,11,11,3,15,0,0,1,1,0,0,0,0,0,0,0,0
408,62,11,12,5,17,0,0,1,0,0,0,0,0,0,0,0,0
409,130,11,4,6,19,0,0,1,1,0,0,0,0,0,0,0,0
410,99,11,45357,4,16,0,0,1,1,0,0,0,0,0,0,0,0
411,311,11,6,5,18,0,0,1,1,1,0,0,0,0,0,0,0
412,284,11,9,8,18,0,0,1,1,2,0,0,0,0,0,0,0
413,307,12,16,7,48,0,0,1,0,1,0,0,0,0,0,0,0
414,91,12,7,6,43,0,0,1,1,2,0,0,0,0,0,0,0
415,92,12,7,9,46,0,0,1,1,0,0,0,0,0,0,0,0
416,287,12,13,12,51,0,0,1,1,0,0,0,0,0,0,0,0
417,163,12,6,18,63,0,0,1,0,2,0,0,0,0,0,0,0
418,297,12,10,16,62,0,0,1,1,0,0,0,0,0,0,0,0
419,69,12,9,19,58,0,0,1,1,1,0,0,0,0,0,0,0
420,193,12,13,4,53,0,0,1,1,1,0,0,0,0,0,0,0
421,191,12,9,1,47,1,1,1,1,1,1,1,5,8000,4,9,28370
422,192,12,9,3,37,0,1,1,1,0,1,1,4,28000,4,0,1512
423,190,12,5,1,39,0,2,1,1,1,1,2,1,0,4,0,10445
424,306,12,5,6,43,0,0,1,1,0,0,0,0,0,0,0,0
425,344,12,3,3,42,0,2,1,1,2,1,2,2,5000,3,0,6903
426,40,12,4,6,45,0,0,1,1,0,0,0,0,0,0,0,0
427,181,19,45602,10,10,0,0,1,1,2,0,0,0,0,0,0,0
428,170,19,2,6,12,0,0,1,1,1,0,0,0,0,0,0,0
429,263,19,1,7,13,0,1,1,1,1,1,1,2,0,1,1,9523
430,15,19,2,6,9,0,0,1,1,0,0,0,0,0,0,0,0
431,121,19,6,5,13,0,0,1,1,1,0,0,0,0,0,0,0
432,249,19,7,5,19,0,0,1,1,2,0,0,0,0,0,0,0
433,235,19,5,6,20,0,0,1,1,1,0,0,0,0,0,0,0
434,155,19,3,6,17,0,0,1,1,1,0,0,0,0,0,0,0
435,390,19,14,3,22,0,2,1,1,0,1,2,2,0,5,0,3019
436,413,19,4,3,17,0,1,1,1,1,1,1,3,2000,0,0,1512
437,270,19,3,2,14,0,0,1,1,1,0,0,0,0,0,0,0
438,370,19,5,4,12,0,0,1,1,0,0,0,0,0,0,0,0
439,262,19,1,6,15,0,0,1,1,0,0,0,0,0,0,0,0
440,144,19,3,5,17,0,0,1,1,2,0,0,0,0,0,0,0
441,8,19,4,2,14,0,0,1,1,0,0,0,0,0,0,0,0
442,348,19,6,1,14,0,0,1,1,1,0,0,0,0,0,0,0
443,351,19,8,4,17,0,0,1,1,1,0,0,0,0,0,0,0
444,288,19,10,4,17,0,0,1,1,1,0,0,0,0,0,0,0
445,347,19,4,2,16,0,0,1,1,1,0,0,0,0,0,0,0
446,168,19,11,6,20,0,0,1,1,0,0,0,0,0,0,0,0
447,292,20,4,2,11,0,1,1,1,1,1,1,4,2000,4,0,9539
448,9,20,6,1,9,0,0,1,1,0,0,0,0,0,0,0,0
449,129,20,8,3,7,0,0,1,1,2,0,0,0,0,0,0,0
450,323,20,5,4,9,0,0,1,1,0,0,0,0,0,0,0,0
451,274,20,3,4,13,0,0,1,1,1,0,0,0,0,0,0,0
452,345,20,13,5,15,0,0,1,1,0,0,0,0,0,0,0,0
